X,Y,Z
460.494638124525,464.776771658474,381.343771728206
463.514013757064,464.723653881538,382.874445407116
465.86028201136,467.087220697794,385.464311626592
465.851207157158,467.939033026335,385.712165441152
463.79743356049,466.55953238884,383.927452806072
462.764223629842,466.721505412094,383.5203492588
458.786372640732,463.986925070316,380.007228710417
464.091328984272,466.064129679349,383.732706009868
464.337950646278,467.401695660777,384.695064325246
465.705499201071,467.68325745281,385.514317684486
463.182170473451,465.127651310606,382.88264192595
465.174092442858,467.817098238277,385.317188679087
450.619360678206,461.606570419484,374.740859419434
463.061089695273,466.328649658064,383.428189630301
452.608135718302,460.243477222607,374.8280225897
465.784388480079,467.862271152516,385.632716774566
465.33075644446,465.992947781938,384.583383398752
465.500830732869,467.874203779856,385.677252676304
465.853553280368,467.89307825362,385.68108597349
465.806711861413,467.86959950213,385.713693183335
464.840537005414,467.69450728868,385.111371807059
459.670119249143,460.567696357514,378.613227198654
465.364829254746,467.55811594818,385.233354882859
465.235632043804,467.633427057077,385.262481050879
465.756217372976,467.044293936902,385.340556368642
462.571237742825,464.020351010339,382.014764071954
465.322392696078,465.784617086832,384.44377372647
464.538431020147,467.611042958728,384.906990868229
465.816166796569,467.562847323842,385.685988561735
462.867269521139,465.953237007423,383.15644938072
462.104608994168,465.458897242303,382.384111646692
461.859362272416,465.272377454205,382.29768694148
460.89750437933,461.865663008758,380.016025958408
465.860412132241,467.506473235212,385.585944058712
465.733119355858,467.508854984982,385.448866223513
460.139736750776,461.940977351696,379.729683300579
458.156612261268,462.404951409475,378.783931181127
456.2840831084,461.095239553329,377.248773026639
465.134216349532,467.359282420841,385.007688734026
462.327060668162,464.98396783115,382.289607063354
465.847153403065,467.921608502703,385.691388203112
465.346585877095,466.793575338931,384.905300827936
465.617725654128,467.921989815921,385.601113544764
455.80399668316,461.406643240256,377.180380437123
465.162318047214,467.653076473211,385.210579259455
452.069458289381,458.851915639505,373.512209544269
465.008097100308,467.120426644756,384.84179621859
465.484034809765,467.722094540254,385.399957629306
465.787514162825,467.635143930574,385.536084629906
464.787903769901,465.949045659078,384.163790920564
465.266036810901,466.857376291857,384.853873449342
465.761860300933,467.831765811005,385.713607810178
457.686121032455,460.007626710835,377.244507416541
465.821641485593,467.862415849419,385.710725766699
465.041290859678,467.615349107795,385.163481362052
465.863498195269,467.875442546479,385.69654924094
462.496619592596,463.857245767338,381.881339838567
464.943995661835,465.711857238482,384.083152464132
462.206553690797,465.922951356807,382.742007982314
465.500941116225,467.859168585292,385.493331497703
463.050207196811,466.421601706948,383.450797325951
463.274560937477,467.398572187909,384.227761700443
