X,Y,Z
0.963729498427728,0.99979946699527,0.999747437652819
0.909325576325347,0.999303776523253,0.983645198784551
0.882049463609156,0.988972921409625,0.812234204329763
0.874642667758736,0.303137321583924,0.95326493016924
0.966651773510304,0.997985194603343,0.999834619539707
0.927298649038151,0.999699965252322,0.989201879077766
0.927839414095541,0.914317439579274,0.999261882537772
0.943377453133275,0.995006480935048,0.99140623879766
0.961990169802716,0.999977711980353,0.999483313519247
0.963754577412929,0.999571744617658,0.999202969691356
0.931673873226419,0.995487226486514,0.988159146718998
0.971190761768936,0.999984507225034,0.999814564703566
0.97498402232445,0.999829174043366,0.99989403342809
0.973073615274282,0.999987139018465,0.99986684137589
NA,0.99831203086424,0.969692789453386
0.936896679431669,0.999208829253847,0.995933420293395
0.969186061021734,0.999955967639528,0.999829378151107
0.87852983762074,0.998413338358345,0.966912162068589
0.911468871440257,0.98045283666513,0.992026012077997
0.940652894323146,0.999805386912065,0.994439363836114
0.963031223884485,0.999980202321882,0.999587321154791
0.942659431951106,0.999533286574438,0.996068980615847
0.714143969134159,0.956030907877045,0.741303368444474
0.964501898777968,0.999989997994938,0.999412843098989
0.889905896166378,0.997201219628374,0.961198888709548
0.840034283334084,0.96690554868573,0.898484457238831
0.71653973916501,0.973461507142844,0.697154556937414
0.964529093357518,0.999707442870803,0.999295975206936
0.965783110069394,0.999969816114953,0.999299797500683
0.967533774772825,0.999974068019934,0.999607289195333
0.963669332195014,0.999953420290225,0.999809375011062
0.870788574100851,0.996764730843921,0.938877947003312
0.924673544669402,0.999754177011782,0.990382585650317
0.846764983258844,0.995537986003802,0.899132896628022
0.944458676476988,0.722033163710897,0.990801794716121
0.968479188326329,0.998795663292741,0.999775585690171
0.816128592937317,0.989587719869179,0.873557967364642
0.947682175694354,0.967385760909767,0.998248013329437
0.932855892519771,0.996342148691224,0.982218799913714
0.963009794592614,0.99998240906966,0.999815559536693
NA,0.999976510850026,0.999876453692303
0.964276627760593,0.999467487183704,0.999013684086287
0.934176372853051,0.99972845294651,0.990505256239499
0.947928885467075,0.999171243272568,0.997555484961507
0.942992267396161,0.999481148125973,0.994363405824982
0.820777897795147,0.993209236898587,0.880142350814398
0.947917278059375,0.996089249170503,0.994777134944721
0.962411971720108,0.999963355387616,0.999885739839899
0.943467937699334,0.999771482361632,0.999927113228254
0.585128608643125,0.764148322760498,0.732709646207126
0.900220180971697,0.998818099558502,0.981905307875359
0.951878094610893,0.99997848104911,0.999498748428535
0.909251845853044,0.999156947448918,0.995320400221014
0.907931299340286,0.999158416603776,0.971563665200237
0.974040433897532,0.999949761929154,0.99987856301596
0.916067999648362,0.999522503888728,0.98317677597965
NA,0.991656299085108,0.953805014747626
0.788250836703287,0.975252229326941,0.712983153851406
0.924435541522212,0.997787534977479,0.986483610587696
0.968223145268421,0.999985939305437,0.999740168347426
0.889585618080142,0.999219027230187,0.970517001302673
0.973194784772677,0.999991351996261,0.999889397633493
