X,Y,Z
349.573773283717,350.858771765317,294.03599752504
349.326217698579,350.722362527305,293.805350355301
351.02316298175,353.740718115921,296.148550225364
348.664197098575,353.648870791357,295.135060513567
350.100266185462,353.685999084789,295.752120046781
349.80028195177,351.771969027408,294.535002701213
345.938114164326,352.419961775755,292.963302816832
346.489052678696,350.894753250511,292.27364550652
349.713466803189,352.364806991608,294.652954201725
348.473656550922,352.620242832453,294.301886621302
349.290023695276,353.144231959796,294.900640462825
348.358889092579,351.16132442992,293.439428790018
341.279034288648,345.834491825979,286.780486917475
350.932512752442,353.739057621732,296.102315706374
347.850111636922,350.790331652541,293.001715909721
349.805465825077,350.843989279106,294.176075072107
350.169922734009,351.950277948916,294.850393107553
348.690425861319,349.237303680399,292.739993232776
350.021137232875,353.739494179919,295.78173202222
349.690651149831,351.13479915778,294.223726346664
344.248397686648,346.479847706965,288.938638768555
350.913340211007,353.067112546778,295.831223977677
347.297158733717,351.255244793736,292.925163696165
341.857486292178,344.525300392952,286.727076061665
344.468133352505,347.259586548707,289.430065135441
343.650511221597,348.56579228795,289.618157891574
349.499934270719,351.116164839898,294.045274248361
338.149908066293,341.378116405781,282.961834668682
346.310895495719,346.713003193571,290.191871381015
344.679793479436,345.174824402047,288.553560226208
348.486865686497,349.313515950714,292.732400716928
349.818402685022,351.906595194271,294.61249358039
348.209671335089,349.024460016739,292.417883516955
349.899267554441,351.984794438312,294.636643822142
344.784984268447,351.188226282233,291.775023307343
350.090917748607,353.607605869226,295.66740981493
348.982403234364,349.81246959048,293.163901668725
343.934147829135,351.38414590871,291.367251384061
345.320474115401,349.109210092421,290.76896689989
350.507272090475,352.722348230261,295.338323173926
347.587930177971,351.277567623975,293.051655794912
351.00813468861,353.655936214607,296.148697287996
347.263027603778,351.035365468436,292.770811288885
337.294737288593,343.341737429154,283.656741629109
349.95287228069,353.157057795025,295.290943980589
350.101968283362,351.681729559352,294.703579079054
350.864934671763,352.68460428154,295.635925486915
349.292961460957,350.866890179388,293.755832464945
348.049041781566,346.418439092199,291.106440505009
350.972165752721,352.831036904081,296.056535430079
347.825223581012,347.982976261073,291.767970375782
341.180801465785,342.592686894688,285.2530115808
349.496340069601,349.150142214922,293.336092448148
346.539952015915,349.550129351818,291.6192338245
347.187559611827,351.046390157782,292.782769420628
344.743455900214,347.090156688027,289.427770163174
340.966402808982,345.69544227594,286.680686721118
350.213707614352,353.092250702693,295.377643185413
335.918932739325,340.296987025903,281.238992629638
348.987278523452,351.236746217939,293.807151000646
344.207159212427,345.747485439746,288.539630120728
348.312668331655,350.404009002745,293.088155153103
