X,Y,Z
0.0791746822571397,0.931819034485539,0.506836882097747
0.258197883133174,0.991018549894018,0.861082807007034
0.111815202618731,0.941905838595366,0.504796990548678
0.127267228861208,0.894162620720598,0.860514070802536
0.247123087485105,0.964726315481941,0.879169174705871
0.265168009047109,0.990893466492437,0.877228173493859
0.205723074118773,0.909108661402544,0.864630099627457
0.137464531600416,0.952286954250022,0.620592952526492
0.183386827278544,0.955515458528154,0.753267828857857
0.20650059155193,0.983203490761708,0.880661071267849
0.088994481908081,0.924317478943773,0.440463507381904
0.0661814367074715,0.846407290007646,0.346631324096858
0.254351879741179,0.984552346920512,0.855529590911976
0.177070573826142,0.969153858724159,0.878827983416221
0.268690863445112,0.985535140432417,0.878379580743244
0.219356776603937,0.99141733759813,0.813756324141196
0.254463585770575,0.994876704951164,0.859858395191599
0.233800417933956,0.987778838282469,0.861510413460205
0.209296283758136,0.98608377110479,0.769291140144619
0.272198438947578,0.990335822253365,0.871052796789102
0.0937631319513734,0.877847578075344,0.506925043769859
0.268630800044605,0.984134020934153,0.868632211137746
0.108514841430759,0.944871095146811,0.511730811017161
0.108212218452259,0.936497274813805,0.485723936773026
0.250278974404375,0.99321977392563,0.881256230880388
0.174326669683465,0.90761698481295,0.810698615104598
0.266781184818158,0.985532026541179,0.872157134954812
0.253181823180628,0.990232843850833,0.878854709047822
0.270632593791997,0.995254301542465,0.871076109844716
0.237326537546062,0.992440331633338,0.831031142674651
0.0638299725506419,0.983156406783316,0.841621926484931
0.0641397635645788,0.743284069279484,0.219072028063444
0.223959916457404,0.959308480622141,0.880636327423634
0.0298910636520418,0.684495157361329,0.135439495247303
0.249223894433473,0.984020106309052,0.883595482320115
0.238080704050617,0.943171510988742,0.875210854074125
0.203195315418154,0.971277855042735,0.768365003920134
0.205999100543692,0.897003490554881,0.871617672712334
0.0688168316861942,0.895083604004659,0.690782048218641
0.0908913497693753,0.866670967204687,0.697322776705585
0.24216826489036,0.992535358889223,0.85372633681659
0.204182635396708,0.987883750532084,0.77139355372323
0.18136366477232,0.984091522479502,0.733765824353083
0.273915377427438,0.992818171517519,0.881804778396454
0.223396464548045,0.993947840468945,0.845381652171868
0.259094382340026,0.964873964554953,0.875262640257839
0.162855422277517,0.982961018114189,0.773593281284624
0.221418915898667,0.99437073231632,0.859751092238632
0.277376686812035,0.995473101837342,0.879243098193317
0.114646392674689,0.914593907261705,0.544013963037766
0.25799119810365,0.994608547701838,0.8648158018143
0.279199296973657,0.992472611202142,0.882396510754999
0.262141511447143,0.979974477337478,0.856605758622836
0.0494637895440405,0.78495394624616,0.365207880142466
0.0963742536329865,0.93944693319823,0.495956861754201
0.173315938813862,0.99115465548586,0.877364143642304
0.0887446230344099,0.856025119619405,0.82790247438801
0.257315070189727,0.98921925658659,0.861000051990815
0.225832282439403,0.974632185499694,0.856416465845473
0.275375642033334,0.995909543190863,0.879635689153586
0.176636210801924,0.980808341831942,0.736138809880561
0.196047893832532,0.992196233711656,0.880767439745542
