X,Y,Z
0.999715784796371,0.999999379000232,0.999834863659187
0.999807503666075,0.999999800762341,0.999898656445096
0.999254224442836,0.999995891422945,0.997880553578645
0.999804788932241,0.999997425319917,0.999867494606416
0.999704234914172,0.999999486545153,0.999746881075708
0.999694797519146,0.999990723863345,0.999885934200381
NA,0.999992088234095,0.997266441194047
0.994565448736866,0.999758522344674,0.965320876185009
NA,0.999999188667283,0.999640800120817
0.999522985814803,0.9999923812554,0.99954851615207
0.999668091972081,0.999999393626888,0.999693196941264
0.999430562963391,0.999990430568846,0.999034219460712
0.999196007196919,0.999976330155116,0.999296762362281
0.999604535300347,0.999986310978546,0.999890629339599
NA,0.999994402734492,0.99967244268137
0.99976992287614,0.999999757509381,0.999854872618277
0.999388384137734,0.99999276119677,0.999875375140174
0.997811947028559,0.999725665083486,0.99561238684754
0.999178218846785,0.999996899774884,0.999270793565857
0.999619536910501,0.999998223971114,0.999881578596015
0.999525699052129,0.999998527122486,0.999552632786943
0.999686123565454,0.999999790770117,0.999825099666885
0.998989455403411,0.999929937155693,0.998917470640792
0.998365039538287,0.999933677267845,0.994670058964489
0.999755882995223,0.999947936663669,0.999829437825178
0.999770025268817,0.999999014405623,0.999843423265284
0.998781349858338,0.999991692404052,0.999484397074789
0.99892222443704,0.999977251061491,0.996554917678817
0.999171208205839,0.999987169171117,0.999731563021593
NA,0.999611654971918,0.952517240115226
NA,0.999999753701239,0.999883551871071
0.999727421551433,0.999999751464289,0.999899352571309
0.998714710174871,0.999892166064758,0.999872499931494
0.933124033376737,0.998987398602254,0.992687184464877
0.999529229223582,0.999998706650883,0.999223587734907
0.999797721190372,0.999999297002429,0.999856091048188
0.99916556959472,0.999259666785847,0.99978541526797
0.999762215776557,0.999999649771017,0.999792983544428
0.995736544139508,0.998952239782894,0.973152211498544
0.999777768960752,0.999999568064159,0.999819683667866
0.999784665995581,0.999999694889369,0.999898590429839
0.999661958410083,0.999999400029052,0.999740190746785
0.999809452795728,0.99999978616176,0.999884118814366
0.999418543612173,0.999989086384417,0.999734795658979
0.999640868159409,0.999997329695171,0.99986316656397
0.999778773586393,0.999999063387365,0.999855424924577
0.99440194690088,0.999916510757938,0.987648595592595
0.999484536286168,0.999998520901711,0.999456515087788
0.996350574315178,0.999260122509285,0.978792116449655
0.999302785260543,0.99999210281212,0.999798968286407
0.999422449466201,0.9999978252276,0.999366263452912
0.997956228228811,0.999944078772834,0.995054848700134
0.999562082536866,0.999998508176812,0.999179678970218
0.997838552560032,0.99949817377448,0.994050188823982
0.999732747487312,0.999999313579023,0.999867403001478
0.998137082957164,0.998196448001959,0.997016399144125
0.99934199814481,0.999972598492096,0.999892866490226
0.997663518101181,0.999646264874182,0.99566004833519
0.99792700609176,0.999966530547086,0.998675572940969
0.999322139486201,0.999944083021389,0.998777069123147
0.999693343810661,0.999999452353712,0.999672023988348
0.99849649196403,0.999983171492456,0.993615929358651
